city_name,country_code,rand_lat,rand_lng,Latitude,Longitude,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
tuktoyaktuk,ca,84.55000000008931,-127.51000000004774,69.44,-133.03,26.6,79,75,5.82
hithadhoo,mv,-16.749999999962526,78.07999999976528,-0.6,73.08,84.59,100,88,6.78
koson,uz,38.43000000006572,65.61999999977661,39.04,65.59,59,54,40,13.87
camacha,pt,36.31000000006462,-17.290000000147984,33.08,-16.33,61.57,67,40,18.34
hamilton,bm,26.160000000059426,-64.9900000001046,32.3,-64.78,58.93,87,90,17.22
tepepa,mx,20.060000000056306,-98.13000000007446,18.4,-97.1,63.71,71,36,2.64
coolum beach,au,-25.58999999996705,156.3399999996941,-26.53,153.09,67.69,79,36,2.75
moranbah,au,-21.649999999965033,148.23999999970147,-22,148.04,68.57,90,0,2.86
oswego,us,43.71000000006842,-76.67000000009398,37.17,-95.11,54.91,35,1,12.48
dongsheng,cn,40.780000000066906,109.59999999973661,29.72,112.52,49.67,82,8,4.61
jatiroto,id,-7.889999999957993,111.0399999997353,-6.89,111.01,75.32,100,20,3.31
aklavik,ca,74.96000000008439,-138.19000000003803,68.22,-135.01,37.4,55,40,13.87
pulaski,us,36.850000000064895,-81.13000000008992,35.2,-87.03,52.25,29,1,10.29
bethel,us,64.63000000007912,-161.2100000000171,60.79,-161.76,10.38,92,75,11.41
torbay,ca,41.31000000006719,-49.160000000119,47.66,-52.73,32.79,86,20,24.16
yangambi,cd,-0.6399999999542842,24.05999999981441,0.77,24.47,76.49,91,44,3.27
geraldton,au,-34.89999999997181,88.86999999975546,-28.77,114.6,71.6,94,90,6.93
moerai,pf,-22.24999999996534,-150.310000000027,-22.43,-151.33,78.11,100,88,28.14
kilindoni,tz,-7.349999999957717,42.85999999979731,-7.91,39.67,83.42,100,88,9.98
castlebar,ie,53.85000000007358,-9.350000000155205,53.86,-9.3,47.3,100,90,10.29
atuona,pf,2.490000000047317,-149.0000000000282,-9.8,-139.03,80.45,100,12,17.52
salym,ru,60.25000000007685,71.26999999977147,60.06,71.48,26,79,80,6.33
vao,nc,-27.48999999996802,169.82999999968183,-22.67,167.48,79.28,100,56,14.23
chokurdakh,ru,78.09000000008598,143.50999999970577,70.62,147.9,-23.24,34,36,2.86
east london,za,-72.42999999999101,54.969999999786296,-33.02,27.91,75.2,88,0,10.29
santa cruz de tenerife,es,29.830000000061304,-15.900000000149248,28.47,-16.25,62.35,67,20,12.75
carnarvon,au,-25.539999999967023,92.43999999975222,-24.87,113.63,75.2,83,75,11.41
oyama,jp,34.640000000063765,138.26999999971054,36.31,139.8,47.64,70,75,3.36
nemuro,jp,33.150000000063,153.82999999969638,43.32,145.57,35.09,87,8,25.41
sao filipe,cv,8.40000000005034,-24.730000000141217,14.9,-24.5,75.41,81,8,12.1
cabedelo,br,-6.399999999957231,-29.61000000013678,-6.97,-34.84,84.2,74,75,5.82
bilma,ne,16.890000000054684,12.58999999982484,18.69,12.92,79.73,18,12,7.9
tabuk,sa,29.57000000006117,36.54999999980305,28.38,36.58,68,15,0,5.82
faanui,pf,-7.079999999957579,-149.03000000002817,-16.48,-151.75,82.07,100,44,5.28
henties bay,na,-22.539999999965488,11.419999999825905,-22.12,14.28,62.01,91,0,1.99
puerto ayacucho,ve,4.910000000048555,-66.8600000001029,5.66,-67.62,95,44,40,3.27
vigrestad,no,57.070000000075254,5.119999999831634,58.57,5.7,39.79,75,0,23.04
dingle,ie,46.97000000007006,-19.6900000001458,52.14,-10.27,50,81,75,9.17
chiang kham,th,19.730000000056137,100.16999999974519,19.53,100.3,73.4,83,0,3.36
santa maria da vitoria,br,-13.1799999999607,-44.370000000123355,-13.39,-44.19,86.57,69,12,5.55
necochea,ar,-40.38999999997462,-59.4900000001096,-38.55,-58.74,70.56,53,0,5.01
port blair,in,9.940000000051128,92.69999999975198,11.67,92.75,83.42,100,0,6.62
bosaso,so,12.200000000052285,48.50999999979217,11.28,49.18,77.3,100,0,2.82
matveyevka,ru,52.040000000072666,56.42999999978497,54.92,83.08,21.2,79,0,6.71
khatanga,ru,83.52000000008877,96.5299999997485,71.98,102.47,1.16,71,88,7.11
saint-francois,gp,22.49000000005755,-47.020000000120945,16.25,-61.27,84.2,51,90,13.87
sotnikovskoye,ru,45.18000000006916,43.93999999979633,45,43.79,40.31,92,12,3.42
touros,br,1.4000000000467594,-32.19000000013443,-5.2,-35.46,86,70,40,13.87
vila velha,br,-24.78999999996664,-33.62000000013313,-3.71,-38.6,79,89,20,18.01
tezu,in,32.62000000006273,96.7399999997483,27.93,96.16,51.74,100,92,1.63
kavieng,pg,12.080000000052223,156.58999999969387,-2.57,150.8,84.23,99,0,9.98
grindavik,is,59.710000000076604,-22.45000000014329,63.84,-22.43,45.09,100,75,28.86
golden,ca,51.890000000072575,-116.3400000000579,51.3,-116.96,33.62,75,20,2.24
nuevo progreso,mx,23.16000000005789,-96.91000000007557,17.14,-95.05,77.12,69,32,12.44
ribeira grande,pt,31.29000000006205,-39.080000000128166,38.52,-28.7,66.2,63,40,4.7
monster,nl,52.08000000007269,3.999999999832653,52.03,4.17,43.36,92,0,4.7
dom pedrito,br,-31.819999999970236,-55.04000000011365,-30.98,-54.67,73.4,83,90,4.7
karlskoga,se,59.800000000076636,14.699999999822921,59.33,14.52,35.96,64,75,10.29
saskylakh,ru,70.51000000008213,115.03999999973166,71.97,114.09,-24.5,36,32,3.04
xique-xique,br,-10.769999999959467,-42.840000000124746,-10.82,-42.73,91.97,51,0,6.11
kungurtug,ru,51.920000000072605,97.68999999974744,50.6,97.53,9.08,67,76,5.84
tuatapere,nz,-48.979999999979015,164.3599999996868,-46.13,167.69,55.99,96,88,6.06
esperance,au,-33.78999999997124,126.81999999972095,-33.86,121.89,62.6,88,24,10.29
naze,jp,20.200000000056377,139.45999999970945,28.37,129.48,67.76,100,68,26.31
avarua,ck,-46.70999999997785,-165.0600000000136,-21.21,-159.78,81.89,98,48,9.13
muros,es,45.33000000006922,-17.210000000148057,42.77,-9.06,52.34,76,20,12.75
tahta,eg,23.930000000058286,27.349999999811416,26.77,31.5,71.56,25,0,11.41
coquimbo,cl,-29.349999999968972,-80.33000000009065,-29.95,-71.34,66.2,68,0,19.46
chicama,pe,-15.249999999961759,-91.57000000008043,-7.84,-79.15,73.4,83,40,12.75
mawlamyine,mm,16.350000000054408,97.23999999974785,16.49,97.63,75.95,88,20,1.92
kaitangata,nz,-72.25999999999092,177.82999999967456,-46.28,169.85,53.9,87,88,4.32
ostrovnoy,ru,72.07000000008293,39.21999999980062,68.05,39.51,29.96,92,88,13.94
rawson,ar,-49.06999999997906,-56.83000000011202,-43.3,-65.11,62.99,40,0,20.15
sambava,mg,-12.35999999996028,51.32999999978961,-14.27,50.17,82.16,100,0,12.1
mnogovershinnyy,ru,55.440000000074406,140.6299999997084,53.94,139.92,8.18,71,80,7.11
chupa,ru,66.72000000008018,33.01999999980626,66.27,33.05,34.1,83,48,6.96
namibe,ao,-17.449999999962884,6.099999999830743,-15.19,12.15,77.75,100,0,8.34
broome,au,-15.019999999961641,121.5999999997257,-17.97,122.23,80.6,88,64,3.31
oksfjord,no,75.06000000008444,21.119999999817082,70.24,22.35,22.78,85,40,14.99
egvekinot,ru,61.21000000007734,-179.4600000000005,66.32,-179.17,-18.56,50,24,2.37
sao paulo de olivenca,br,-4.12999999995607,-68.950000000101,-3.38,-68.87,91.7,59,12,1.59
belyy yar,ru,59.36000000007641,86.14999999975794,53.6,91.39,14,85,40,4.47
capusu mare,ro,46.780000000069975,23.259999999815136,46.78,23.3,52.75,62,0,4.7
grand gaube,mu,-13.979999999961109,69.57999999977301,-20.01,57.66,82.24,78,40,8.05
westport,nz,-41.00999999997494,170.4099999996813,-41.75,171.6,57.77,94,48,2.08
el tigre,ve,8.040000000050156,-64.49000000010506,8.89,-64.25,94.76,35,0,17.63
nyurba,ru,63.78000000007867,119.08999999972798,63.29,118.35,0.89,61,32,2.93
port elizabeth,za,-68.59999999998905,34.409999999804995,-33.92,25.57,71.6,88,75,9.17
san sebastian,co,9.16000000005073,-74.49000000009596,-4.18,-69.95,88.68,70,40,4.7
pacific grove,us,26.240000000059467,-136.63000000003944,36.62,-121.92,65.32,55,1,4.7
deputatskiy,ru,71.73000000008273,141.63999999970747,69.3,139.9,-31.7,0,20,4.16
provideniya,ru,46.34000000006975,-174.91000000000463,64.42,-173.23,1.07,100,8,9.91
panjab,af,34.08000000006348,67.09999999977526,34.38,67.02,26.27,93,92,1.92
dungarvan,ie,52.12000000007271,-7.570000000156824,52.09,-7.62,48.79,76,75,11.41
mackay,au,-20.83999999996462,148.48999999970124,-21.15,149.2,72.45,94,36,6.93
shu,kz,44.77000000006893,73.23999999976968,43.6,73.76,39.41,45,0,20.09
gaoual,gn,12.080000000052223,-13.15000000015175,11.75,-13.2,100.43,18,0,6.78
castro,cl,-48.7599999999789,-88.0800000000836,-42.48,-73.76,51.8,81,75,12.75
talnakh,ru,71.22000000008248,92.38999999975226,69.49,88.39,4.94,84,88,7.11
englewood,us,26.36000000005953,-83.12000000008811,39.65,-104.99,41.83,69,40,3.36
morant bay,jm,14.81000000005362,-74.84000000009564,17.88,-76.41,84.2,51,40,9.17
parabel,ru,58.560000000076,81.42999999976223,58.71,81.5,21.59,87,64,4.32
anchorage,us,61.20000000007735,-150.2100000000271,61.22,-149.89,38.3,100,20,6.67
oussouye,sn,12.29000000005233,-17.310000000147966,12.49,-16.54,76.31,72,8,11.88
vilyuysk,ru,65.4000000000795,121.78999999972552,63.75,121.63,-6.14,71,8,4.27
iqaluit,ca,65.21000000007939,-73.51000000009685,63.75,-68.52,-17.32,61,40,18.34
port lincoln,au,-49.799999999979434,129.44999999971856,-34.72,135.86,60.38,100,44,7.34
sampit,id,-3.449999999955722,113.14999999973338,-2.54,112.95,73.25,96,32,3.04
urdoma,ru,61.380000000077445,48.559999999792126,61.74,48.55,33.74,91,76,7.63
ponta do sol,cv,14.650000000053538,-39.740000000127566,17.2,-25.09,80.6,47,64,19.46
baykit,ru,63.56000000007856,97.069999999748,61.68,96.39,8.63,75,64,4.83
willowmore,za,-32.90999999997079,23.239999999815154,-33.3,23.49,65.24,90,76,2.82
arlit,ne,19.830000000056188,6.459999999830416,18.74,7.39,84.23,40,0,2.08
zhigansk,ru,66.64000000008014,124.61999999972295,66.77,123.37,-15.5,46,0,5.55
te anau,nz,-40.18999999997452,160.99999999968986,-45.41,167.72,53.36,96,88,2.53
hornepayne,ca,49.71000000007149,-85.28000000008615,49.22,-84.78,25.55,50,20,3.6
haverfordwest,gb,51.120000000072196,-5.42000000015878,51.8,-4.97,46.47,93,44,12.75
batemans bay,au,-35.48999999997211,150.09999999969978,-35.71,150.18,61,76,92,4.76
svetlogorsk,ru,67.48000000008057,91.05999999975347,53.14,59.15,23,79,40,11.18
qaanaaq,gl,83.70000000008886,-81.42000000008966,77.48,-69.36,-26.75,78,0,6.85
thompson,ca,56.390000000074906,-95.36000000007698,55.74,-97.86,35.6,64,20,3.36
windhoek,na,-22.83999999996564,17.44999999982042,-22.57,17.08,78.49,28,36,9.17
yulara,au,-26.2799999999674,125.95999999972173,-25.24,130.99,77,20,0,6.93
villanueva de la serena,es,38.900000000065944,-5.600000000158616,38.97,-5.8,63,32,0,11.01
yanam,in,15.660000000054055,83.19999999976062,16.73,82.22,78.8,74,20,5.82
santa rosa,ar,-37.82999999997331,-64.93000000010466,-36.62,-64.29,74.96,32,0,11.81
arica,cl,-19.39999999996388,-71.89000000009833,-18.48,-70.32,76.3,56,0,13.87
ushumun,ru,52.60000000007295,125.86999999972181,52.78,126.54,15.29,52,0,5.44
punta alta,ar,-38.989999999973904,-61.74000000010756,-27.46,-55.82,82.4,61,75,11.41
cabo san lucas,mx,12.830000000052607,-122.820000000052,22.89,-109.91,74.68,27,5,9.17
dax,fr,43.72000000006841,-1.2300000001625904,43.71,-1.05,51.82,62,88,5.82
luanda,ao,-7.899999999957998,11.979999999825395,-8.83,13.24,84.2,70,75,5.82
baker city,us,44.200000000068655,-118.12000000005628,44.77,-117.83,45.46,45,1,4.7
mazagao,br,0.18000000004613526,-52.50000000011596,-0.12,-51.29,89.6,66,75,9.17
sitka,us,49.41000000007131,-141.9500000000346,37.17,-99.65,54,46,0,8.01
wakkanai,jp,45.67000000006942,141.44999999970764,45.41,141.67,39.86,86,20,31.16
bowen,au,-18.35999999996335,149.67999999970016,-20.01,148.25,75.92,94,75,5.82
bambous virieux,mu,-29.65999999996913,74.24999999976876,-20.34,57.76,81.55,83,40,9.17
ponta delgada,pt,32.66000000006275,-26.1800000001399,37.73,-25.67,56.93,93,75,5.82
bintulu,my,4.800000000048499,111.51999999973486,3.17,113.03,75.07,100,75,4.7
scottsbluff,us,42.1400000000676,-102.45000000007053,41.87,-103.67,38.19,80,1,9.17
yarada,in,14.700000000053564,85.0899999997589,17.65,83.27,77,83,20,2.24
srednekolymsk,ru,70.14000000008193,151.67999999969834,67.46,153.71,-19.46,56,44,3.09
nome,us,62.47000000007802,-164.69000000001392,30.04,-94.42,66.87,32,1,12.75
sorong,id,0.10000000004609433,131.10999999971705,-0.86,131.25,81.71,100,12,6.78
mittersill,at,47.08000000007013,12.209999999825186,47.28,12.48,30.72,71,75,3.36
dakar,sn,14.540000000053482,-17.70000000014761,14.69,-17.45,87.8,27,0,17.22
san policarpo,ph,13.620000000053011,130.53999999971757,12.18,125.51,76.85,99,76,10.13
santa rosalia,mx,27.22000000005997,-112.30000000006157,28.71,-111.6,77.99,33,5,4.7
nouakchott,mr,18.440000000055477,-15.760000000149375,18.08,-15.98,86,27,0,16.11
fairview,ca,57.62000000007552,-118.71000000005574,56.07,-118.38,42.76,69,75,10.29
burnie,au,-41.339999999975106,145.37999999970407,-41.05,145.91,55.44,95,8,5.01
alekseyevsk,ru,58.42000000007593,109.72999999973649,57.84,108.35,5.39,80,0,2.59
ranong,th,10.500000000051415,97.33999999974776,9.96,98.62,80.6,78,20,2.24
monrovia,lr,1.3500000000467338,-13.740000000151213,6.33,-10.8,87.8,70,40,8.05
yar-sale,ru,67.50000000008058,69.33999999977323,66.83,70.83,9.98,75,24,9.35
kristiansund,no,63.69000000007861,7.789999999829206,63.12,7.73,35.6,80,75,9.17
beringovskiy,ru,55.96000000007467,176.6799999996756,63.05,179.32,-5.42,100,68,11.14
porto novo,cv,12.74000000005256,-39.11000000012814,17.02,-25.06,80.6,47,44,19.46
mount gambier,au,-46.929999999977966,134.7999999997137,-37.83,140.78,53.6,100,90,5.82
duluth,us,47.570000000070365,-92.10000000007994,46.77,-92.13,37.76,64,1,7.34
sao jose da coroa grande,br,-13.099999999960659,-26.330000000139762,-8.9,-35.15,86.84,73,56,10.87
vardo,no,78.100000000086,35.76999999980376,70.37,31.11,28.87,100,75,32.21
cherskiy,ru,88.25000000009118,162.69999999968832,68.75,161.3,-11.9,76,36,8.97
dhidhdhoo,mv,8.510000000050397,71.50999999977125,6.88,73.1,84.68,100,32,7.96
carutapera,br,10.850000000051594,-40.19000000012716,-1.2,-46.02,82.34,89,76,5.44
pingliang,cn,35.14000000006402,107.09999999973888,35.54,106.68,38.51,66,88,5.44
taksimo,ru,56.10000000007474,115.45999999973128,56.36,114.84,3.41,72,0,2.3
cockburn town,bs,28.520000000060634,-70.04000000010001,24.03,-74.52,78.02,94,68,5.44
clyde river,ca,70.52000000008212,-70.44000000009964,70.47,-68.59,-14.81,68,75,25.28
cervo,es,45.920000000069535,-6.740000000157579,43.67,-7.41,50.23,75,36,7.45
tessalit,ml,20.15000000005635,-0.6300000001631361,20.2,1.01,86.12,12,76,6.62
orchard homes,us,47.23000000007022,-114.41000000005965,46.86,-114.05,36.66,69,1,2.04
ahuimanu,us,38.110000000065554,-151.34000000002607,21.44,-157.84,69.55,60,75,11.41
mecca,sa,20.940000000056756,41.34999999979868,21.43,39.83,70.55,63,20,3.65
muhos,fi,64.75000000007918,26.49999999981219,64.81,26,34.47,100,92,2.24
auki,sb,-5.109999999956571,162.58999999968842,-8.77,160.7,78.02,100,88,3.65
makakilo city,us,10.160000000051241,-164.65000000001396,21.35,-158.09,69.55,53,1,5.82
chowchilla,us,37.76000000006536,-119.71000000005483,37.12,-120.26,66.06,72,40,4.09
llangefni,gb,53.15000000007325,-4.780000000159362,53.26,-4.31,46.83,93,75,12.75
walvis bay,na,-25.529999999967018,10.119999999827087,-22.95,14.51,62.92,77,0,8.05
morgan city,us,27.63000000006018,-91.94000000008009,29.7,-91.21,61.09,48,1,10.29
bardiyah,ly,30.84000000006182,25.139999999813426,31.76,25.09,61.55,85,0,11.14
chandur,in,20.670000000056618,78.01999999976533,20.82,77.97,74.6,33,0,9.57
palana,ru,59.530000000076484,158.46999999969216,59.08,159.95,3.14,62,44,3.53
marovoay,mg,-16.859999999962582,45.85999999979458,-16.11,46.64,82.4,88,40,4.7
changji,cn,45.030000000069094,87.20999999975697,32.07,116.17,48.95,90,0,6.4
the pas,ca,53.47000000007341,-99.87000000007288,53.82,-101.24,37.4,64,1,4.7
marrakesh,ma,31.360000000062087,-6.680000000157634,31.63,-7.99,77,20,40,9.17
veraval,in,17.670000000055083,67.47999999977492,20.9,70.37,75.59,66,0,11.14
anadyr,ru,64.24000000007891,177.93999999967446,64.73,177.51,-13.46,69,0,6.71
new bedford,us,41.670000000067375,-71.00000000009913,41.64,-70.93,40.68,30,1,9.17
damghan,ir,36.460000000064696,54.289999999786914,36.17,54.34,38.42,81,0,17.4
luderitz,na,-26.679999999967606,13.729999999823804,-26.65,15.16,65.15,75,0,7.96
montepuez,mz,-13.349999999960787,39.149999999800684,-13.13,39,76.49,82,36,8.97
nagaur,in,26.980000000059846,73.22999999976969,27.2,73.74,64.97,46,44,3.09
coihaique,cl,-49.10999999997908,-73.340000000097,-45.58,-72.07,51.8,43,75,27.51
havoysund,no,76.39000000008514,22.76999999981558,71,24.66,24.78,63,40,11.41
itoman,jp,20.40000000005648,130.11999999971795,26.12,127.67,68,94,90,13.87
caxito,ao,-8.679999999958397,13.639999999823885,-8.58,13.66,82.4,78,75,6.93
leningradskiy,ru,79.55000000008675,178.2299999996742,69.38,178.42,1.52,88,76,27.81
smoky lake,ca,53.80000000007357,-112.31000000006156,54.11,-112.47,34.73,89,0,4.54
rabo de peixe,pt,45.900000000069525,-21.310000000144328,37.8,-25.58,57.04,93,75,5.82
kaeo,nz,-30.259999999969438,173.0599999996789,-35.1,173.78,61,94,64,5.39
